state,district,year,week_number,bottleneck_label,rationale,current_bio_updates,current_demo_updates,update_backlog,completion_rate,shap_explanation,top_feature
Orissa,Khorda,2026,1,NORMAL,No bottleneck indicators detected,0,0,0,,Feature importance analysis pending,N/A
Orissa,Khordha,2026,1,NORMAL,No bottleneck indicators detected,11,-1,-12,-11.0,Feature importance analysis pending,N/A
Orissa,Koraput,2026,1,DEMOGRAPHIC_SURGE,Bio updates 50%+ above 4-week average; Completion rate healthy (1.00),-1,-1,0,1.0,Feature importance analysis pending,N/A
Orissa,Malkangiri,2026,1,NORMAL,No bottleneck indicators detected,0,0,0,,Feature importance analysis pending,N/A
Orissa,Mayurbhanj,2025,52,NORMAL,No bottleneck indicators detected,0,0,0,,Feature importance analysis pending,N/A
Orissa,Nabarangapur,2026,1,NORMAL,No bottleneck indicators detected,0,0,0,,Feature importance analysis pending,N/A
Orissa,Nayagarh,2026,1,CAPACITY_STRAIN,High child saturation (1.00); Bio updates declining week-over-week,-1,0,1,,Feature importance analysis pending,N/A
Orissa,Nuapada,2025,46,NORMAL,No bottleneck indicators detected,0,0,0,,Feature importance analysis pending,N/A
Orissa,Puri,2026,1,CAPACITY_STRAIN,High child saturation (1.00); Bio updates declining week-over-week,-1,-1,0,1.0,Feature importance analysis pending,N/A
Orissa,Rayagada,2026,1,NORMAL,No bottleneck indicators detected,0,0,0,,Feature importance analysis pending,N/A
Orissa,Sambalpur,2026,1,NORMAL,No bottleneck indicators detected,0,0,0,,Feature importance analysis pending,N/A
Orissa,Sonapur,2026,1,NORMAL,No bottleneck indicators detected,0,0,0,,Feature importance analysis pending,N/A
Orissa,Subarnapur,2025,52,NORMAL,No bottleneck indicators detected,-1,0,1,,Feature importance analysis pending,N/A
Orissa,Sundargarh,2026,1,NORMAL,No bottleneck indicators detected,-1,0,1,,Feature importance analysis pending,N/A
Orissa,Sundergarh,2025,50,NORMAL,No bottleneck indicators detected,0,0,0,,Feature importance analysis pending,N/A
Pondicherry,Cuddalore,2025,46,NORMAL,No bottleneck indicators detected,0,0,0,,Feature importance analysis pending,N/A
Pondicherry,Karaikal,2026,1,NORMAL,No bottleneck indicators detected,0,0,0,,Feature importance analysis pending,N/A
Pondicherry,Pondicherry,2026,1,NORMAL,No bottleneck indicators detected,19,-1,-20,-19.0,Feature importance analysis pending,N/A
Pondicherry,Viluppuram,2025,52,NORMAL,No bottleneck indicators detected,0,0,0,,Feature importance analysis pending,N/A
Pondicherry,Yanam,2026,1,NORMAL,No bottleneck indicators detected,0,0,0,,Feature importance analysis pending,N/A
Puducherry,Karaikal,2026,1,NORMAL,No bottleneck indicators detected,39,-1,-40,-39.0,Feature importance analysis pending,N/A
Puducherry,Pondicherry,2026,1,NORMAL,No bottleneck indicators detected,0,0,0,,Feature importance analysis pending,N/A
Puducherry,Puducherry,2026,1,DEMOGRAPHIC_SURGE,Demo updates 50%+ above 4-week average; Completion rate healthy (6.50),91,14,-77,6.5,Feature importance analysis pending,N/A
Puducherry,Yanam,2026,1,NORMAL,No bottleneck indicators detected,0,0,0,,Feature importance analysis pending,N/A
Punjab,Amritsar,2026,1,DEMOGRAPHIC_SURGE,Demo updates 50%+ above 4-week average; Completion rate healthy (5.78),185,32,-153,5.78125,Feature importance analysis pending,N/A
Punjab,Barnala,2026,1,NORMAL,No bottleneck indicators detected,37,-1,-38,-37.0,Feature importance analysis pending,N/A
Punjab,Bathinda,2026,1,DEMOGRAPHIC_SURGE,Demo updates 50%+ above 4-week average; Completion rate healthy (7.79),109,14,-95,7.785714285714286,Feature importance analysis pending,N/A
Punjab,Faridkot,2026,1,NORMAL,No bottleneck indicators detected,45,0,-45,,Feature importance analysis pending,N/A
Punjab,Fatehgarh Sahib,2026,1,NORMAL,No bottleneck indicators detected,28,-1,-29,-28.0,Feature importance analysis pending,N/A
Punjab,Fazilka,2026,1,NORMAL,No bottleneck indicators detected,74,-1,-75,-74.0,Feature importance analysis pending,N/A
Punjab,Ferozepur,2026,1,NORMAL,No bottleneck indicators detected,45,-1,-46,-45.0,Feature importance analysis pending,N/A
Punjab,Firozpur,2026,1,CAPACITY_STRAIN,High child saturation (1.00); Bio updates declining week-over-week,-1,0,1,,Feature importance analysis pending,N/A
Punjab,Gurdaspur,2026,1,DEMOGRAPHIC_SURGE,Demo updates 50%+ above 4-week average; Completion rate healthy (8.09),89,11,-78,8.090909090909092,Feature importance analysis pending,N/A
Punjab,Hoshiarpur,2026,1,DEMOGRAPHIC_SURGE,Demo updates 50%+ above 4-week average; Completion rate healthy (13.10),131,10,-121,13.1,Feature importance analysis pending,N/A
Punjab,Jalandhar,2026,1,DEMOGRAPHIC_SURGE,Demo updates 50%+ above 4-week average; Completion rate healthy (12.84),244,19,-225,12.842105263157896,Feature importance analysis pending,N/A
Punjab,Kapurthala,2026,1,NORMAL,No bottleneck indicators detected,54,-1,-55,-54.0,Feature importance analysis pending,N/A
Punjab,Ludhiana,2026,1,DEMOGRAPHIC_SURGE,Demo updates 50%+ above 4-week average; Completion rate healthy (11.83),355,30,-325,11.833333333333334,Feature importance analysis pending,N/A
Punjab,Malerkotla,2026,1,NORMAL,No bottleneck indicators detected,17,-1,-18,-17.0,Feature importance analysis pending,N/A
Punjab,Mansa,2026,1,NORMAL,No bottleneck indicators detected,37,-1,-38,-37.0,Feature importance analysis pending,N/A
Punjab,Moga,2026,1,NORMAL,No bottleneck indicators detected,59,-1,-60,-59.0,Feature importance analysis pending,N/A
Punjab,Muktsar,2026,1,NORMAL,No bottleneck indicators detected,-1,-1,0,1.0,Feature importance analysis pending,N/A
Punjab,Nawanshahr,2026,1,CAPACITY_STRAIN,High child saturation (1.00); Bio updates declining week-over-week,-1,0,1,,Feature importance analysis pending,N/A
Punjab,Pathankot,2026,1,NORMAL,No bottleneck indicators detected,35,-1,-36,-35.0,Feature importance analysis pending,N/A
Punjab,Patiala,2026,1,ANOMALY_DETECTED,Isolation Forest score: -0.031,164,-1,-165,-164.0,Feature importance analysis pending,N/A
Punjab,Rupnagar,2026,1,NORMAL,No bottleneck indicators detected,57,-1,-58,-57.0,Feature importance analysis pending,N/A
Punjab,S.A.S Nagar,2025,27,NORMAL,No bottleneck indicators detected,0,0,0,,Feature importance analysis pending,N/A
Punjab,S.A.S Nagar(Mohali),2026,1,CAPACITY_STRAIN,High child saturation (1.00); Bio updates declining week-over-week,-1,0,1,,Feature importance analysis pending,N/A
Punjab,SAS Nagar (Mohali),2026,1,ANOMALY_DETECTED,Isolation Forest score: -0.004,123,-1,-124,-123.0,Feature importance analysis pending,N/A
Punjab,Sangrur,2026,1,NORMAL,No bottleneck indicators detected,115,-1,-116,-115.0,Feature importance analysis pending,N/A
Punjab,Shaheed Bhagat Singh Nagar,2026,1,NORMAL,No bottleneck indicators detected,44,-1,-45,-44.0,Feature importance analysis pending,N/A
Punjab,Sri Muktsar Sahib,2026,1,NORMAL,No bottleneck indicators detected,47,-1,-48,-47.0,Feature importance analysis pending,N/A
Punjab,Tarn Taran,2026,1,NORMAL,No bottleneck indicators detected,68,-1,-69,-68.0,Feature importance analysis pending,N/A
Puttenahalli,5th cross,2025,51,NORMAL,No bottleneck indicators detected,0,0,0,,Feature importance analysis pending,N/A
Raja Annamalai Puram,Near Dhyana Ashram,2025,52,NORMAL,No bottleneck indicators detected,0,0,0,,Feature importance analysis pending,N/A
Rajasthan,Ajmer,2026,1,DEMOGRAPHIC_SURGE,Demo updates 50%+ above 4-week average; Completion rate healthy (10.36),456,44,-412,10.363636363636363,Feature importance analysis pending,N/A
Rajasthan,Alwar,2026,1,DEMOGRAPHIC_SURGE,Demo updates 50%+ above 4-week average; Completion rate healthy (8.46),668,79,-589,8.455696202531646,Feature importance analysis pending,N/A
Rajasthan,Balotra,2026,1,NORMAL,No bottleneck indicators detected,0,-1,-1,-0.0,Feature importance analysis pending,N/A
Rajasthan,Banswara,2026,1,DEMOGRAPHIC_SURGE,Demo updates 50%+ above 4-week average; Completion rate healthy (10.88),174,16,-158,10.875,Feature importance analysis pending,N/A
Rajasthan,Baran,2026,1,NORMAL,No bottleneck indicators detected,66,-1,-67,-66.0,Feature importance analysis pending,N/A
Rajasthan,Barmer,2026,1,DEMOGRAPHIC_SURGE,Demo updates 50%+ above 4-week average; Completion rate healthy (13.43),537,40,-497,13.425,Feature importance analysis pending,N/A
Rajasthan,Beawar,2026,1,NORMAL,No bottleneck indicators detected,-1,-1,0,1.0,Feature importance analysis pending,N/A
Rajasthan,Bharatpur,2026,1,DEMOGRAPHIC_SURGE,Demo updates 50%+ above 4-week average; Completion rate healthy (7.93),357,45,-312,7.933333333333334,Feature importance analysis pending,N/A
Rajasthan,Bhilwara,2026,1,DEMOGRAPHIC_SURGE,Demo updates 50%+ above 4-week average; Completion rate healthy (5.58),335,60,-275,5.583333333333333,Feature importance analysis pending,N/A
Rajasthan,Bikaner,2026,1,DEMOGRAPHIC_SURGE,Demo updates 50%+ above 4-week average; Completion rate healthy (8.46),347,41,-306,8.463414634146341,Feature importance analysis pending,N/A
Rajasthan,Bundi,2026,1,DEMOGRAPHIC_SURGE,Demo updates 50%+ above 4-week average; Completion rate healthy (6.58),171,26,-145,6.576923076923077,Feature importance analysis pending,N/A
Rajasthan,Chittaurgarh,2026,1,NORMAL,No bottleneck indicators detected,-1,0,1,,Feature importance analysis pending,N/A
Rajasthan,Chittorgarh,2026,1,DEMOGRAPHIC_SURGE,Demo updates 50%+ above 4-week average; Completion rate healthy (15.36),169,11,-158,15.363636363636363,Feature importance analysis pending,N/A
Rajasthan,Churu,2026,1,DEMOGRAPHIC_SURGE,Demo updates 50%+ above 4-week average; Completion rate healthy (22.19),466,21,-445,22.19047619047619,Feature importance analysis pending,N/A
Rajasthan,Dausa,2026,1,DEMOGRAPHIC_SURGE,Demo updates 50%+ above 4-week average; Completion rate healthy (14.20),284,20,-264,14.2,Feature importance analysis pending,N/A
Rajasthan,Deeg,2026,1,NORMAL,No bottleneck indicators detected,0,-1,-1,-0.0,Feature importance analysis pending,N/A
Rajasthan,Dhaulpur,2026,1,CAPACITY_STRAIN,High child saturation (1.00); Bio updates declining week-over-week,-1,0,1,,Feature importance analysis pending,N/A
Rajasthan,Dholpur,2026,1,DEMOGRAPHIC_SURGE,Demo updates 50%+ above 4-week average; Completion rate healthy (8.60),172,20,-152,8.6,Feature importance analysis pending,N/A
Rajasthan,Didwana-Kuchaman,2026,1,NORMAL,No bottleneck indicators detected,0,-1,-1,-0.0,Feature importance analysis pending,N/A
Rajasthan,Dungarpur,2026,1,DEMOGRAPHIC_SURGE,Demo updates 50%+ above 4-week average; Completion rate healthy (13.20),198,15,-183,13.2,Feature importance analysis pending,N/A
Rajasthan,Ganganagar,2026,1,DEMOGRAPHIC_SURGE,Demo updates 50%+ above 4-week average; Completion rate healthy (13.00),260,20,-240,13.0,Feature importance analysis pending,N/A
Rajasthan,Hanumangarh,2026,1,DEMOGRAPHIC_SURGE,Demo updates 50%+ above 4-week average; Completion rate healthy (26.00),260,10,-250,26.0,Feature importance analysis pending,N/A
Rajasthan,Jaipur,2026,1,DEMOGRAPHIC_SURGE,Demo updates 50%+ above 4-week average; Completion rate healthy (8.63),1053,122,-931,8.631147540983607,Feature importance analysis pending,N/A
Rajasthan,Jaisalmer,2026,1,DEMOGRAPHIC_SURGE,Demo updates 50%+ above 4-week average; Completion rate healthy (8.92),107,12,-95,8.916666666666666,Feature importance analysis pending,N/A
Rajasthan,Jalor,2026,1,DEMOGRAPHIC_SURGE,Demo updates 50%+ above 4-week average; Completion rate healthy (5.78),208,36,-172,5.777777777777778,Feature importance analysis pending,N/A
Rajasthan,Jalore,2026,1,NORMAL,No bottleneck indicators detected,0,0,0,,Feature importance analysis pending,N/A
Rajasthan,Jhalawar,2026,1,DEMOGRAPHIC_SURGE,Demo updates 50%+ above 4-week average; Completion rate healthy (3.63),109,30,-79,3.633333333333333,Feature importance analysis pending,N/A
Rajasthan,Jhunjhunu,2026,1,NORMAL,No bottleneck indicators detected,-1,-1,0,1.0,Feature importance analysis pending,N/A
Rajasthan,Jhunjhunun,2026,1,DEMOGRAPHIC_SURGE,Demo updates 50%+ above 4-week average; Completion rate healthy (12.80),320,25,-295,12.8,Feature importance analysis pending,N/A
Rajasthan,Jodhpur,2026,1,DEMOGRAPHIC_SURGE,Demo updates 50%+ above 4-week average; Completion rate healthy (10.15),822,81,-741,10.148148148148149,Feature importance analysis pending,N/A
Rajasthan,Karauli,2026,1,DEMOGRAPHIC_SURGE,Demo updates 50%+ above 4-week average; Completion rate healthy (6.13),276,45,-231,6.133333333333334,Feature importance analysis pending,N/A
Rajasthan,Khairthal-Tijara,2026,1,NORMAL,No bottleneck indicators detected,0,-1,-1,-0.0,Feature importance analysis pending,N/A
Rajasthan,Kota,2026,1,DEMOGRAPHIC_SURGE,Demo updates 50%+ above 4-week average; Completion rate healthy (4.25),234,55,-179,4.254545454545455,Feature importance analysis pending,N/A
Rajasthan,Kotputli-Behror,2026,1,NORMAL,No bottleneck indicators detected,0,-1,-1,-0.0,Feature importance analysis pending,N/A
Rajasthan,Nagaur,2026,1,DEMOGRAPHIC_SURGE,Demo updates 50%+ above 4-week average; Completion rate healthy (9.49),598,63,-535,9.492063492063492,Feature importance analysis pending,N/A
Rajasthan,Pali,2026,1,DEMOGRAPHIC_SURGE,Demo updates 50%+ above 4-week average; Completion rate healthy (8.56),231,27,-204,8.555555555555555,Feature importance analysis pending,N/A
Rajasthan,Phalodi,2026,1,NORMAL,No bottleneck indicators detected,0,0,0,,Feature importance analysis pending,N/A
Rajasthan,Pratapgarh,2026,1,NORMAL,No bottleneck indicators detected,84,-1,-85,-84.0,Feature importance analysis pending,N/A
Rajasthan,Rajsamand,2026,1,ANOMALY_DETECTED,Isolation Forest score: -0.043,157,-1,-158,-157.0,Feature importance analysis pending,N/A
Rajasthan,Salumbar,2026,1,NORMAL,No bottleneck indicators detected,0,0,0,,Feature importance analysis pending,N/A
Rajasthan,Sawai Madhopur,2026,1,DEMOGRAPHIC_SURGE,Demo updates 50%+ above 4-week average; Completion rate healthy (5.59),162,29,-133,5.586206896551724,Feature importance analysis pending,N/A
Rajasthan,Sikar,2026,1,DEMOGRAPHIC_SURGE,Demo updates 50%+ above 4-week average; Completion rate healthy (7.25),406,56,-350,7.25,Feature importance analysis pending,N/A
Rajasthan,Sirohi,2026,1,DEMOGRAPHIC_SURGE,Demo updates 50%+ above 4-week average; Completion rate healthy (8.44),135,16,-119,8.4375,Feature importance analysis pending,N/A
Rajasthan,Tonk,2026,1,DEMOGRAPHIC_SURGE,Demo updates 50%+ above 4-week average; Completion rate healthy (6.93),208,30,-178,6.933333333333334,Feature importance analysis pending,N/A
Rajasthan,Udaipur,2026,1,DEMOGRAPHIC_SURGE,Demo updates 50%+ above 4-week average; Completion rate healthy (6.53),307,47,-260,6.531914893617022,Feature importance analysis pending,N/A
Sikkim,East,2026,1,NORMAL,No bottleneck indicators detected,-1,0,1,,Feature importance analysis pending,N/A
Sikkim,East Sikkim,2026,1,NORMAL,No bottleneck indicators detected,-1,-1,0,1.0,Feature importance analysis pending,N/A
Sikkim,Mangan,2026,1,NORMAL,No bottleneck indicators detected,0,0,0,,Feature importance analysis pending,N/A
Sikkim,Namchi,2026,1,NORMAL,No bottleneck indicators detected,0,0,0,,Feature importance analysis pending,N/A
Sikkim,North,2026,1,NORMAL,No bottleneck indicators detected,0,0,0,,Feature importance analysis pending,N/A
Sikkim,North Sikkim,2026,1,CAPACITY_STRAIN,High child saturation (1.00); Bio updates declining week-over-week,-1,0,1,,Feature importance analysis pending,N/A
Sikkim,South,2026,1,CAPACITY_STRAIN,High child saturation (1.00); Bio updates declining week-over-week,-1,-1,0,1.0,Feature importance analysis pending,N/A
Sikkim,South Sikkim,2026,1,CAPACITY_STRAIN,High child saturation (1.00); Bio updates declining week-over-week,-1,0,1,,Feature importance analysis pending,N/A
Sikkim,West,2026,1,CAPACITY_STRAIN,High child saturation (1.00); Bio updates declining week-over-week,-1,0,1,,Feature importance analysis pending,N/A
Sikkim,West Sikkim,2026,1,NORMAL,No bottleneck indicators detected,-1,0,1,,Feature importance analysis pending,N/A
Tamil Nadu,Ariyalur,2026,1,DEMOGRAPHIC_SURGE,Demo updates 50%+ above 4-week average; Completion rate healthy (7.75),248,32,-216,7.75,Feature importance analysis pending,N/A
Tamil Nadu,Chengalpattu,2026,1,DEMOGRAPHIC_SURGE,Demo updates 50%+ above 4-week average; Completion rate healthy (2.84),54,19,-35,2.8421052631578947,Feature importance analysis pending,N/A
Tamil Nadu,Chennai,2026,1,DEMOGRAPHIC_SURGE,Demo updates 50%+ above 4-week average; Completion rate healthy (11.21),695,62,-633,11.209677419354838,Feature importance analysis pending,N/A
Tamil Nadu,Coimbatore,2026,1,DEMOGRAPHIC_SURGE,Demo updates 50%+ above 4-week average; Completion rate healthy (8.26),719,87,-632,8.264367816091953,Feature importance analysis pending,N/A
Tamil Nadu,Cuddalore,2026,1,DEMOGRAPHIC_SURGE,Demo updates 50%+ above 4-week average; Completion rate healthy (8.05),765,95,-670,8.052631578947368,Feature importance analysis pending,N/A
Tamil Nadu,Dharmapuri,2026,1,DEMOGRAPHIC_SURGE,Demo updates 50%+ above 4-week average; Completion rate healthy (6.55),347,53,-294,6.547169811320755,Feature importance analysis pending,N/A
Tamil Nadu,Dindigul,2026,1,DEMOGRAPHIC_SURGE,Demo updates 50%+ above 4-week average; Completion rate healthy (7.25),486,67,-419,7.253731343283582,Feature importance analysis pending,N/A
Tamil Nadu,Erode,2026,1,DEMOGRAPHIC_SURGE,Demo updates 50%+ above 4-week average; Completion rate healthy (5.75),374,65,-309,5.753846153846154,Feature importance analysis pending,N/A
Tamil Nadu,Kallakurichi,2026,1,NORMAL,No bottleneck indicators detected,36,-1,-37,-36.0,Feature importance analysis pending,N/A
Tamil Nadu,Kancheepuram,2026,1,DEMOGRAPHIC_SURGE,Demo updates 50%+ above 4-week average; Completion rate healthy (8.60),955,111,-844,8.603603603603604,Feature importance analysis pending,N/A
Tamil Nadu,Kanchipuram,2026,1,NORMAL,No bottleneck indicators detected,0,0,0,,Feature importance analysis pending,N/A
Tamil Nadu,Kanniyakumari,2026,1,DEMOGRAPHIC_SURGE,Demo updates 50%+ above 4-week average; Completion rate healthy (2.04),112,55,-57,2.036363636363636,Feature importance analysis pending,N/A
Tamil Nadu,Kanyakumari,2026,1,DEMOGRAPHIC_SURGE,Demo updates 50%+ above 4-week average; Completion rate healthy (10.07),151,15,-136,10.066666666666666,Feature importance analysis pending,N/A
Tamil Nadu,Karur,2026,1,DEMOGRAPHIC_SURGE,Demo updates 50%+ above 4-week average; Completion rate healthy (4.76),195,41,-154,4.7560975609756095,Feature importance analysis pending,N/A
Tamil Nadu,Krishnagiri,2026,1,DEMOGRAPHIC_SURGE,Demo updates 50%+ above 4-week average; Completion rate healthy (5.31),430,81,-349,5.308641975308642,Feature importance analysis pending,N/A
Tamil Nadu,Madurai,2026,1,DEMOGRAPHIC_SURGE,Demo updates 50%+ above 4-week average; Completion rate healthy (5.51),799,145,-654,5.510344827586207,Feature importance analysis pending,N/A
Tamil Nadu,Mayiladuthurai,2026,1,NORMAL,No bottleneck indicators detected,66,-1,-67,-66.0,Feature importance analysis pending,N/A
Tamil Nadu,Nagapattinam,2026,1,DEMOGRAPHIC_SURGE,Demo updates 50%+ above 4-week average; Completion rate healthy (4.06),203,50,-153,4.06,Feature importance analysis pending,N/A
Tamil Nadu,Namakkal,2026,1,DEMOGRAPHIC_SURGE,Demo updates 50%+ above 4-week average; Completion rate healthy (2.41),224,93,-131,2.4086021505376345,Feature importance analysis pending,N/A
Tamil Nadu,Perambalur,2026,1,DEMOGRAPHIC_SURGE,Demo updates 50%+ above 4-week average; Completion rate healthy (4.13),157,38,-119,4.131578947368421,Feature importance analysis pending,N/A
Tamil Nadu,Pudukkottai,2026,1,DEMOGRAPHIC_SURGE,Demo updates 50%+ above 4-week average; Completion rate healthy (7.34),477,65,-412,7.338461538461538,Feature importance analysis pending,N/A
Tamil Nadu,Ramanathapuram,2026,1,DEMOGRAPHIC_SURGE,Demo updates 50%+ above 4-week average; Completion rate healthy (6.08),292,48,-244,6.083333333333333,Feature importance analysis pending,N/A
Tamil Nadu,Ranipet,2026,1,CAPACITY_STRAIN,High child saturation (1.00); Bio updates declining week-over-week,-1,0,1,,Feature importance analysis pending,N/A
Tamil Nadu,Salem,2026,1,DEMOGRAPHIC_SURGE,Demo updates 50%+ above 4-week average; Completion rate healthy (5.46),879,161,-718,5.459627329192546,Feature importance analysis pending,N/A
Tamil Nadu,Sivaganga,2026,1,DEMOGRAPHIC_SURGE,Demo updates 50%+ above 4-week average; Completion rate healthy (6.59),356,54,-302,6.592592592592593,Feature importance analysis pending,N/A
Tamil Nadu,Tenkasi,2026,1,DEMOGRAPHIC_SURGE,Demo updates 50%+ above 4-week average; Completion rate healthy (2.30),46,20,-26,2.3,Feature importance analysis pending,N/A
Tamil Nadu,Thanjavur,2026,1,DEMOGRAPHIC_SURGE,Demo updates 50%+ above 4-week average; Completion rate healthy (5.88),547,93,-454,5.881720430107527,Feature importance analysis pending,N/A
Tamil Nadu,The Nilgiris,2026,1,DEMOGRAPHIC_SURGE,Demo updates 50%+ above 4-week average; Completion rate healthy (11.14),156,14,-142,11.142857142857142,Feature importance analysis pending,N/A
Tamil Nadu,Theni,2026,1,DEMOGRAPHIC_SURGE,Demo updates 50%+ above 4-week average; Completion rate healthy (5.75),305,53,-252,5.754716981132075,Feature importance analysis pending,N/A
Tamil Nadu,Thiruvallur,2026,1,CAPACITY_STRAIN,High child saturation (1.00); Bio updates declining week-over-week,16,-1,-17,-16.0,Feature importance analysis pending,N/A
Tamil Nadu,Thiruvarur,2026,1,DEMOGRAPHIC_SURGE,Demo updates 50%+ above 4-week average; Completion rate healthy (6.22),255,41,-214,6.219512195121951,Feature importance analysis pending,N/A
Tamil Nadu,Thoothukkudi,2026,1,DEMOGRAPHIC_SURGE,Demo updates 50%+ above 4-week average; Completion rate healthy (5.81),372,64,-308,5.8125,Feature importance analysis pending,N/A
Tamil Nadu,Tiruchirappalli,2026,1,DEMOGRAPHIC_SURGE,Demo updates 50%+ above 4-week average; Completion rate healthy (4.60),483,105,-378,4.6,Feature importance analysis pending,N/A
Tamil Nadu,Tirunelveli,2026,1,DEMOGRAPHIC_SURGE,Demo updates 50%+ above 4-week average; Completion rate healthy (3.66),435,119,-316,3.6554621848739495,Feature importance analysis pending,N/A
Tamil Nadu,Tirupathur,2026,1,NORMAL,No bottleneck indicators detected,0,0,0,,Feature importance analysis pending,N/A
Tamil Nadu,Tirupattur,2026,1,DEMOGRAPHIC_SURGE,Demo updates 50%+ above 4-week average; Completion rate healthy (3.07),43,14,-29,3.071428571428572,Feature importance analysis pending,N/A
Tamil Nadu,Tiruppur,2026,1,DEMOGRAPHIC_SURGE,Demo updates 50%+ above 4-week average; Completion rate healthy (4.31),543,126,-417,4.309523809523809,Feature importance analysis pending,N/A
Tamil Nadu,Tiruvallur,2026,1,DEMOGRAPHIC_SURGE,Demo updates 50%+ above 4-week average; Completion rate healthy (4.93),676,137,-539,4.934306569343065,Feature importance analysis pending,N/A
Tamil Nadu,Tiruvannamalai,2026,1,DEMOGRAPHIC_SURGE,Demo updates 50%+ above 4-week average; Completion rate healthy (5.60),347,62,-285,5.596774193548387,Feature importance analysis pending,N/A
Tamil Nadu,Tiruvarur,2025,49,NORMAL,No bottleneck indicators detected,0,0,0,,Feature importance analysis pending,N/A
Tamil Nadu,Tuticorin,2025,52,NORMAL,No bottleneck indicators detected,-1,0,1,,Feature importance analysis pending,N/A
Tamil Nadu,Vellore,2026,1,DEMOGRAPHIC_SURGE,Demo updates 50%+ above 4-week average; Completion rate healthy (5.08),533,105,-428,5.076190476190476,Feature importance analysis pending,N/A
Tamil Nadu,Villupuram,2026,1,DEMOGRAPHIC_SURGE,Demo updates 50%+ above 4-week average; Completion rate healthy (8.65),562,65,-497,8.646153846153846,Feature importance analysis pending,N/A
Tamil Nadu,Viluppuram,2026,1,DEMOGRAPHIC_SURGE,Demo updates 50%+ above 4-week average; Completion rate healthy (4.62),134,29,-105,4.620689655172414,Feature importance analysis pending,N/A
Tamil Nadu,Virudhunagar,2026,1,DEMOGRAPHIC_SURGE,Demo updates 50%+ above 4-week average; Completion rate healthy (2.39),184,77,-107,2.389610389610389,Feature importance analysis pending,N/A
Tamilnadu,Chennai,2025,52,NORMAL,No bottleneck indicators detected,-1,0,1,,Feature importance analysis pending,N/A
Telangana,Adilabad,2026,1,DEMOGRAPHIC_SURGE,Demo updates 50%+ above 4-week average; Completion rate healthy (5.58),134,24,-110,5.583333333333333,Feature importance analysis pending,N/A
Telangana,Bhadradri Kothagudem,2026,1,DEMOGRAPHIC_SURGE,Demo updates 50%+ above 4-week average; Completion rate healthy (2.78),50,18,-32,2.7777777777777777,Feature importance analysis pending,N/A
Telangana,Hanumakonda,2026,1,NORMAL,No bottleneck indicators detected,-1,-1,0,1.0,Feature importance analysis pending,N/A
Telangana,Hyderabad,2026,1,DEMOGRAPHIC_SURGE,Demo updates 50%+ above 4-week average; Completion rate healthy (6.48),473,73,-400,6.47945205479452,Feature importance analysis pending,N/A
Telangana,Jagitial,2026,1,NORMAL,No bottleneck indicators detected,15,-1,-16,-15.0,Feature importance analysis pending,N/A
Telangana,Jangaon,2026,1,NORMAL,No bottleneck indicators detected,0,0,0,,Feature importance analysis pending,N/A
Telangana,Jangoan,2026,1,NORMAL,No bottleneck indicators detected,21,-1,-22,-21.0,Feature importance analysis pending,N/A
Telangana,Jayashankar Bhupalpally,2026,1,NORMAL,No bottleneck indicators detected,11,-1,-12,-11.0,Feature importance analysis pending,N/A
Telangana,Jogulamba Gadwal,2026,1,NORMAL,No bottleneck indicators detected,24,-1,-25,-24.0,Feature importance analysis pending,N/A
Telangana,K.v. Rangareddy,2026,1,DEMOGRAPHIC_SURGE,Demo updates 50%+ above 4-week average; Completion rate healthy (5.34),486,91,-395,5.34065934065934,Feature importance analysis pending,N/A
Telangana,Kamareddy,2026,1,NORMAL,No bottleneck indicators detected,42,-1,-43,-42.0,Feature importance analysis pending,N/A
Telangana,Karimnagar,2026,1,DEMOGRAPHIC_SURGE,Demo updates 50%+ above 4-week average; Completion rate healthy (5.50),209,38,-171,5.5,Feature importance analysis pending,N/A
Telangana,Khammam,2026,1,DEMOGRAPHIC_SURGE,Demo updates 50%+ above 4-week average; Completion rate healthy (3.97),115,29,-86,3.9655172413793114,Feature importance analysis pending,N/A
Telangana,Komaram Bheem,2026,1,DEMOGRAPHIC_SURGE,Demo updates 50%+ above 4-week average; Completion rate healthy (2.50),25,10,-15,2.5,Feature importance analysis pending,N/A
Telangana,Mahabubabad,2026,1,NORMAL,No bottleneck indicators detected,19,-1,-20,-19.0,Feature importance analysis pending,N/A
Telangana,Mahabubnagar,2026,1,DEMOGRAPHIC_SURGE,Demo updates 50%+ above 4-week average; Completion rate healthy (4.20),332,79,-253,4.2025316455696204,Feature importance analysis pending,N/A
Telangana,Mancherial,2026,1,NORMAL,No bottleneck indicators detected,54,-1,-55,-54.0,Feature importance analysis pending,N/A
Telangana,Medak,2026,1,DEMOGRAPHIC_SURGE,Demo updates 50%+ above 4-week average; Completion rate healthy (8.36),209,25,-184,8.36,Feature importance analysis pending,N/A
Telangana,Medchal Malkajgiri,2025,27,NORMAL,No bottleneck indicators detected,0,0,0,,Feature importance analysis pending,N/A
Telangana,Medchal-malkajgiri,2026,1,DEMOGRAPHIC_SURGE,Demo updates 50%+ above 4-week average; Completion rate healthy (0.92),49,53,4,0.9245283018867924,Feature importance analysis pending,N/A
Telangana,Medchal?malkajgiri,2026,1,NORMAL,No bottleneck indicators detected,-1,0,1,,Feature importance analysis pending,N/A
